numero,nombre,url,attachment_root_items,attachment_items,media_category_terms,post_date,error
464,CEIP Esteban Navarro Snchez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipestebannavarrosanchez,16,16,87,2024-06-13 18:27:51,
465,La biblioteca de El Faro,https://www3.gobiernodecanarias.org/medusa/mediateca/iesfarodemaspalomas,16,16,86,2024-06-26 20:39:00,
466,CEIP Tamaimo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptamaimo,46,46,86,2025-06-10 12:45:33,
467,ceipsanjuantelde,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjuantelde,4,4,86,2023-11-25 11:46:56,
468,Mediateca IES Valle Guerra,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvalleguerra,0,0,86,,
469,CEIP LA DESTILA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipladestila,21,37,86,2024-03-27 00:57:11,
470,CEIP Nuestra Sra del Buen Viaje,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnuestrasenoradelbuenviaje,21,21,86,2025-07-18 21:14:19,
471,CEIP PROFESOR RAFAEL GOMEZ SANTOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprofesorrafaelgomezsantos,0,0,86,,
472,IES San Marcos,https://www3.gobiernodecanarias.org/medusa/mediateca/iessanmarcos,70,70,86,2025-06-26 17:22:51,
473,CEIP FELICIANO HERNANDEZ GARCIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfelicianohernandezgarcia,7,7,86,2025-06-10 18:22:08,
474,CEIP LOS CANARIOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiploscanarios,2,2,86,2023-03-21 12:20:20,
475,CEIP. VILLA DE ARICO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvilladearico,8,8,86,2025-06-26 12:43:23,
476,IES Granadilla de Abona,https://www3.gobiernodecanarias.org/medusa/mediateca/iesgranadilla,28,28,86,2025-06-12 16:47:43,
477,CIFP CRUZ DE PIEDRA,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpcruzdepiedra,8,8,86,2025-06-10 15:11:21,
478,ceiptagorortfe,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptagorortfe,0,0,86,,
479,CEIP PADILLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippadilla,39,41,86,2025-06-05 19:53:39,
480,CEIP DJM,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdomingojuanmanrique,0,0,86,,
481,CEIP CESAR MANRIQUE - PTO CRUZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcesarmanriqueptocruz,12,12,86,2025-03-20 21:25:13,
482,CEIP Anselmo Perez de Brito,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipanselmoperezbrito,44,51,87,2025-04-27 08:57:24,
483,Mediateca IES Garachico,https://www3.gobiernodecanarias.org/medusa/mediateca/iesgarachicoalcaldelorenzodorta,1,1,86,2023-04-24 07:58:39,
484,CEIP SANTA ROSA DE LIMA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantarosadelima,89,89,86,2025-05-21 12:19:27,
485,Mediateca del IES Jandia,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjandia,891,892,86,2025-07-23 12:23:17,
486,CEPA Titerroygatra,https://www3.gobiernodecanarias.org/medusa/mediateca/cepatiterroygatra,0,0,86,,
487,CEIP LAS CHUMBERAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaschumberas,375,375,86,2025-07-03 11:40:26,
488,CEIP POETA MONTIANO PLACERES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippoetamontianoplaceres,41,41,86,2025-06-15 17:00:27,
489,Mediateca EOI Arucas,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiarucas,0,0,86,,
490,Vdeos de centro,https://www3.gobiernodecanarias.org/medusa/mediateca/cifptonygallardo,34,34,86,2025-06-16 08:35:52,
491,CEIP LA CUMBRITA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplacumbrita,126,126,91,2025-06-24 07:52:36,
492,MEDIATECA CEIP M. PELADA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontanapelada,26,26,86,2025-04-28 09:39:08,
493,Ceip Virgen del Pilar Chimiche,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvirgendelpilar,186,187,86,2025-04-23 12:08:28,
494,CEIP NESTOR DE LA TORRE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnestordelatorre,0,0,86,,
495,CEIP LOS ABRIGOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosabrigos,29,33,86,2025-06-23 16:57:50,
496,CEIP PINTOR NESTOR,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippintornestor,17,22,86,2025-06-25 22:18:52,
497,EOI MASPALOMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/eoimaspalomas,35,35,86,2024-12-21 14:50:18,
498,CEIP Los Blanquitos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosblanquitos,6,11,86,2025-02-26 11:22:05,
499,UEC,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuntagorda,55,55,86,2025-06-16 11:33:45,
500,Aula Unidad Pediátrica Hospital Santa Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/aulaunidadpediatricahospitalstacruz,12,13,87,2025-06-02 10:33:49,
501,Aula Hospital Dr. José Molina Orosa,https://www3.gobiernodecanarias.org/medusa/mediateca/aulahospitaldoctorjosemolinaorosa,1,1,86,2024-05-16 09:06:30,
502,CEIPMariaauxiliadora,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariaauxiliadora,11,11,86,2024-10-17 17:42:39,
503,CEIP LUCIA JIMENEZ OLIVA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipluciajimenezoliva,63,63,86,2024-10-07 10:46:46,
504,CEIP JINAMAR FASE V,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjinamarfasev,0,0,86,,
505,IES GUAZA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesguaza,20,20,86,2025-07-21 20:28:54,
506,CIFP La Laguna,https://www3.gobiernodecanarias.org/medusa/mediateca/cifplalaguna,8,8,86,2025-03-10 20:11:50,
507,CEIP El Roque San Miguel ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroquesan%20miguel,0,0,0,,file_not_found:Local XML file not found for 'https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroquesan%20miguel' in 'exports'
508,CEIP El Roque San Miguel ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroquesanmiguel,31,43,86,2025-05-06 10:38:49,
509,IES LA MINILLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaminilla,5,5,86,2025-05-12 09:22:24,
510,CEPA FUERTEVENTURA NORTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cepafuerteventuranorte,0,0,86,,
511,CEIP SALAMANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsalamanca,8,8,86,2024-02-09 20:00:45,
512,CEIP DR.ALFONSO SPNOLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdoctoralfonsospinola,56,56,86,2025-05-21 07:23:41,
513,CER El Hierro,https://www3.gobiernodecanarias.org/medusa/mediateca/cerelhierro,0,0,86,,
514,CEIP Francisco Navarro Artiles,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfrancisconavarroartiles,0,0,86,,
515,CEIP ARAGON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparagon,2,3,86,2023-12-20 09:24:35,
516,CER ANAGA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceranaga,359,360,86,2025-07-02 08:53:02,
517,Mencey Bentor,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmenceybentor,14,14,86,2025-06-20 16:55:12,
518,CEIP PLUS ULTRA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplusultra,3,3,86,2024-04-01 15:24:22,
519,Aula Hospital Materno Infantil,https://www3.gobiernodecanarias.org/medusa/mediateca/aulahospitalmaternoinfantil,0,0,86,,
520,IES PUERTO DEL CARMEN,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuertodelcarmen,2,2,86,2025-05-22 07:51:38,
521,CEIP Virgen de Fatima,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvirgendefatima,16,24,86,2024-12-29 17:40:40,
522,CEIP Miguel Pintor Gonzlez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmiguelpintorgonzalez,27,27,86,2025-06-30 12:38:46,
523,Escuela Oficial de Idiomas Los Cristianos,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiloscristianos,223,248,95,2025-07-14 16:19:37,
524,CEIP Froilan Hernandez Gonzalez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfroilanhernandezgonzalez,25,38,86,2025-06-16 08:57:04,
525,CEIP Montana Pacho,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontanapacho,31,31,86,2025-06-26 12:09:52,
526,MEDIATECA CEIP SANTA CATALINA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantacatalina,61,61,88,2025-06-06 18:59:15,
527,Mediateca CER Firgas,https://www3.gobiernodecanarias.org/medusa/mediateca/cerfirgas,0,0,86,,
528,CEIP FRONTON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfronton,0,0,86,,
529,CEIP JOSE ESQUIVEL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjoseesquivel,0,0,86,,
530,IES LUIS DIEGO CUSCOY,https://www3.gobiernodecanarias.org/medusa/mediateca/iesluisdiegocuscoy,26,26,86,2025-07-28 08:12:06,
531,IES La Victoria,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslavictoriaalfonsofernandezgarcia,9,9,86,2025-05-11 11:19:01,
532,Mediateca CEIP Rambla Santa Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiprambladesantacruz,21,22,86,2025-05-21 06:58:04,
533,CEIP GUENIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipguenia,4,4,86,2024-03-18 14:53:42,
534,Mediateca CEIP El Ortigal,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelortigal,223,223,86,2025-06-26 11:02:14,
535,CEIP BRENA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbrena,0,0,86,,
536,CloriMedia,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipclorindasalazar,8,8,86,2025-03-12 00:37:35,
537,CEIP La Vega,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplavega,176,178,86,2025-06-24 15:51:28,
538,CER BARLOVENTO-SAUCES,https://www3.gobiernodecanarias.org/medusa/mediateca/cerbarloventosauces,16,16,86,2024-12-03 11:49:11,
539,CEIP MENCEY BENCOMO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmenceybencomo,0,0,86,,
540,Mediateca CEIP La Asomada-Macher,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaasomadamacher,154,154,86,2025-06-23 16:41:31,
541,Ceip machado,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmachado,40,40,86,2024-03-08 19:50:00,
542,MEDIATECA CEIP MORRO JABLE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmorrojable,2,2,86,2023-05-31 07:56:54,
543,CEIP BUENLUGAR,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuenlugar,3,3,86,2023-05-19 10:17:43,
544,IES Los Cristianos,https://www3.gobiernodecanarias.org/medusa/mediateca/iesloscristianos,359,359,86,2025-06-24 16:46:14,
545,CEIP LAS MANCHAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmanchas,0,0,86,,
546,EOI Arrecife,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiarrecife,0,0,86,,
547,CEIP SAN LORENZO LAS PALMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanlorenzo,2,2,9,2025-07-30 18:49:14,
548,CEIP LOS OLIVOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosolivos,18,20,86,2025-04-28 11:37:59,
549,CEIP Granadilla de Abona,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgranadilladeabona,3,3,86,2024-05-20 16:05:30,
550,CEAD Las Palmas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceadprofesorfelixperezparrilla,0,0,86,,
551,CEIP Mariela ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmarielacaceresperez,11,12,86,2025-02-19 18:36:09,
552,Llano de las Naciones,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipllanodelasnaciones,24,24,86,2025-06-13 11:50:29,
553,CEIP La Salud,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasalud,76,76,86,2025-06-22 08:54:37,
554,CEIP AMPUYENTA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipampuyenta,69,69,89,2025-03-10 13:45:37,
555,CEIP Aldea Blanca San Miguel,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaldeablancasanmiguel,30,30,86,2025-06-16 18:28:13,
556,Mediateca CEIP Tamaran,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptamaran,7,7,86,2025-07-09 09:01:03,
557,CEIP LA ROSA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplarosa,72,72,89,2025-06-05 12:05:43,
558,Mediateca del CEO. Hermano Pedro-Vilaflor,https://www3.gobiernodecanarias.org/medusa/mediateca/ceohermanopedrovilaflor,82,82,86,2025-06-04 11:04:51,
559,CEIP GABRIEL DUQUE ACOSTA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgabrielduqueacosta,70,70,86,2025-06-26 12:02:46,
560,CEO EN VALLEHERMOSO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoenvallehermoso,45,45,87,2025-07-07 08:55:19,
561,CEE El Dorador,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeeeldorador,13,13,86,2023-06-28 11:59:03,
562,CEIP El Goro,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelgoro,0,0,86,,
563,R.E.Pedro Garcia Cabrera,https://www3.gobiernodecanarias.org/medusa/mediateca/repedrogarciacabrera,1,1,86,2023-07-06 11:31:34,
564,CEIP PUNTAGORDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntagorda,0,0,86,,
565,CEIP Armenime,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparmenime,65,86,86,2024-06-27 09:50:26,
566,CEIP Pepe Damaso,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippepedamaso,1,1,86,2023-07-03 12:44:45,
567,Multimedia IESRMP,https://www3.gobiernodecanarias.org/medusa/mediateca/iesramonmenendezpidal,68,68,87,2025-07-06 09:22:54,
568,NUEVA ATLANTIDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipatlantida,91,92,87,2025-07-01 08:23:46,
569,CEIP SAN ANTONIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanantoniobbaja,103,103,86,2025-06-30 12:44:27,
570,CER Santa Cruz de La Palma,https://www3.gobiernodecanarias.org/medusa/mediateca/cersantacruzdelapalma,0,1,86,2023-11-20 12:54:20,
571,CEIP SAN FERNANDO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanfernandosu,185,185,86,2025-06-20 09:52:20,
572,CEIP Eduardo Rivero Ramos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeduardoriveroramos,46,46,86,2025-07-07 11:17:00,
573,ceipsanjosemediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjosemediateca,216,216,86,2024-06-20 18:49:48,
574,CER PUERTO DEL ROSARIO-ANTIGUA-BETANCURIA,https://www3.gobiernodecanarias.org/medusa/mediateca/cerpuertodelrosarioantiguabetancuria,2,2,86,2024-04-23 08:47:09,
575,CEIP Cervantes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcervantes,0,0,86,,
576,CEIP Las Salinas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplassalinas,29,40,86,2025-04-21 15:47:43,
577,CEIP LAS MANTECAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmantecas,0,0,86,,
578,CEIP Almacigo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalmacigo,73,78,95,2025-06-23 16:41:47,
579,MEDIATECA CEIP JUAN GRANDE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuangrande,1,1,86,2023-11-23 13:06:52,
580,Ceip Santa Maria del Mar,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantamariadelmar,15,32,86,2025-06-20 07:42:14,
581,Adan del Castillo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipadandelcastillo,1344,1344,86,2025-07-12 19:53:03,
582,La voz del Verde,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmenceybencomo,232,233,86,2025-06-12 10:08:14,
583,IES POETA TOMAS MORALES CASTELLANO,https://www3.gobiernodecanarias.org/medusa/mediateca/iespoetatomasmoralescastellano,5,5,86,2025-04-01 23:27:43,
584,CEIP Aurelio Emilio Acosta Fernandez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaurelioemilioacostafernandez,0,0,86,,
585,ceipsietepalmas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsietepalmas,70,74,89,2025-06-20 10:46:06,
586,ANGELES BERMEJO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipangelesbermejo,5,7,86,2025-01-30 10:10:14,
587,CEO Manuel de Falla,https://www3.gobiernodecanarias.org/medusa/mediateca/ceomanueldefalla,495,495,86,2025-06-27 08:44:52,
588,Agustin Espinosa mediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipagustinespinosa,168,169,86,2025-06-07 10:39:56,
589,CEIP AGUERE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaguere,2,2,86,2025-04-25 07:23:51,
590,Mediateca CEIP Mayantigo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmayantigo,5,5,86,2024-05-06 12:26:16,
591,FOTOS CEIP PARQUE NATURAL CORRALEJO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipparquenaturalcorralejo,9,9,86,2025-06-24 12:50:28,
592,IES Rafael Arozarena,https://www3.gobiernodecanarias.org/medusa/mediateca/iesrafaelarozarena,7,7,86,2025-06-13 11:57:26,
593,Ceip La Cerruda,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplacerruda,1,1,86,2025-06-11 12:52:24,
594,CEIP San Agustin,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanagustin,127,129,86,2025-06-03 11:30:35,
595,CEIP Llanito Perera,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipllanitoperera,0,0,86,,
596,CEIP Perseidas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipperseidas,0,0,86,,
597,CEIP Ansite,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipansite,2,2,86,2023-12-22 12:13:10,
598,CEIP La Pasada,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplapasada,0,0,86,,
599,MEDIATECA IES SANTA BRGIDA,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantabrigida,13,15,86,2025-05-28 07:45:48,
600,CEIP TIJOCO BAJO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptijocobajo,2,3,86,2024-11-25 16:15:34,
601,CEIP Inocencio Sosa Hdez.,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipinocenciososahernandez,41,41,86,2025-03-20 19:45:38,
602,BUENPASO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuenpasoi,0,0,86,,
603,Galicia Channel,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgalicia,0,0,86,,
604,CEIP SANTO DOMINGO LA VICTORIA DE ACENTEJO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantodomingo,8,8,86,2025-03-10 13:00:59,
605,CEIP LEONCIO ESTEVEZ LUIS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipleoncioestevezluis,0,0,86,,
606,IESAgaetePepeDamaso,https://www3.gobiernodecanarias.org/medusa/mediateca/iesagaetepepedamaso,66,66,87,2025-07-01 13:11:39,
607,CEIP Alcalde Rafael Cedres,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcalderafaelcedres,204,204,86,2025-06-27 07:54:30,
608,CEIP ARCO IRIS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparcoiris,3,3,86,2024-12-02 13:43:17,
609,CEIP Benahoare,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbenahoare,6,7,86,2024-01-16 13:37:56,
610,CEIP LA LAGUNA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplalaguna,27,27,88,2025-05-30 17:37:43,
611,CEIP PUNTA DEL HIDALGO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntadelhidalgo,309,309,86,2025-06-20 12:45:52,
612,CEO TIJARAFE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceotijarafe,5,5,86,2024-12-13 13:50:17,
613,CEIP San Vicente - Velhoco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanvicente,5,5,86,2024-02-23 11:29:04,
614,CEIP Cabo Blanco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcaboblanco,0,0,86,,
615,CEIP LA GALGA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagalga,1,1,86,2024-02-07 01:14:59,
616,CEIP Santo Domingo La Palma,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantodomingolp,690,690,61,2025-06-30 11:04:47,
617,CEIP Sagrado Corazon de Jesus,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsagradocorazondejesus,2,2,86,2024-01-23 13:23:07,
618,mediatecalos campitos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiploscampitos,118,118,86,2025-06-22 20:03:43,
619,IES JOSE ARENCIBIA GIL,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjosearencibiagil,145,150,64,2025-06-30 20:07:16,
