numero,nombre,url,attachment_root_items,attachment_items,media_category_terms,post_date,error
620,MEDIATECA OSCAR DOMINGUEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/iestacoronteoscardominguez,7,7,86,2023-11-27 10:53:11,
621,Ceip Ciudad del Campo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipciudaddelcampo,75,75,86,2025-06-27 11:12:16,
622,CEPA San Bartolome ,https://www3.gobiernodecanarias.org/medusa/mediateca/cepasanbartolomedetirajana,1,1,86,2023-12-22 12:28:38,
623,CEIP GRAN CANARIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgrancanaria,261,262,87,2025-06-26 10:39:55,
624,CEIP CHIGUERGUE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchiguergue,0,0,86,,
625,CEIP Maximiliano Gil,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmaximilianogilmelian,49,54,86,2025-06-20 21:00:25,
626,CEIP NAZARET,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnazaret,0,0,86,,
627,CEIP BAJOS Y TAGORO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbajosytagoro,1,1,86,2024-01-17 09:38:46,
628,Las Caletas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipceciliagonzalezalayon,1,1,87,2024-02-15 11:55:56,
629,CER FUENCALIENTE MAZO,https://www3.gobiernodecanarias.org/medusa/mediateca/cerfuencalientemazo,0,0,86,,
630,CEIP Luis Alvarez Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipluisalvarezcruz,9,9,86,2024-02-10 11:25:01,
631,BUENAVISTA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuenavista1,0,0,86,,
632,CERLANZAROTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cerlanzarote,20,20,86,2025-06-20 10:03:27,
633,CEIP MATIAS LLABRES VERD,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmatiasllabresverd,1,1,86,2025-06-26 12:30:03,
634,MEDIATECA CEO TEJEDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceotejeda,25,25,86,2025-06-04 08:44:17,
635,eoiguia,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantamariadeguia,5,5,86,2023-12-22 16:22:44,
636,CIFP Virgen de Las Nieves,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpvirgendelasnieves,10,17,86,2025-06-26 17:53:09,
637,CEIP LA LUZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaluz,0,0,86,,
638,MEDIATEKA VSK,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvalsequillo,0,0,86,,
639,San Juan Perales,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjuanperales,33,33,86,2024-05-26 15:31:26,
640,Mediateca - IES El Calero,https://www3.gobiernodecanarias.org/medusa/mediateca/ieselcalero,8,8,86,2025-06-20 12:58:31,
641,CEIP SAULO TORON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsaulotoron,29,29,86,2025-03-07 15:36:26,
642,CEIP AGACHE - ESCOBONAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipagache,8,10,86,2025-06-09 08:12:52,
643,La Mediateca del Agustin de Betancourt,https://www3.gobiernodecanarias.org/medusa/mediateca/iesagustindebetancourt,130,130,86,2025-07-21 06:49:41,
644,CEIP LAS REHOYAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasrehoyas,4,4,86,2024-06-18 11:39:56,
645,CEIP GESTA 25 DE JULIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgesta25dejulio,36,36,86,2025-06-18 21:46:26,
646,CEIP Melchor N. T.,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmelchornuneztejera,134,168,86,2025-07-28 07:43:51,
647,CEIP Jedey,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjedey,1,1,86,2024-06-05 11:55:09,
648,IES EL PASO,https://www3.gobiernodecanarias.org/medusa/mediateca/ieselpaso,4,4,86,2024-06-30 11:53:06,
649,CEIP TODOQUE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptodoque,0,0,86,,
650,CEIP Jose Luis Albendea y Gomez de Aranda,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjoseluisalbendeaygomezdearanda,21,21,86,2025-06-13 17:42:24,
651,EnREDando el instituto,https://www3.gobiernodecanarias.org/medusa/mediateca/iessanbartolome,98,98,86,2025-05-22 19:22:12,
652,MediatecaCIFPCesarManrique,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpcesarmanrique,3,3,86,2024-11-20 22:13:20,
653,CEIP LAS DELICIAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasdelicias,41,41,86,2025-06-03 21:00:10,
654,CEIP. LA MANCHA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplamancha,4,4,86,2025-03-27 13:41:38,
655,CEO Santiago La Gomera,https://www3.gobiernodecanarias.org/medusa/mediateca/ceosantiagoapostol,37,37,86,2025-06-02 12:27:59,
656,MEDIATECA IES La Guancha-JMB,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaguancha,0,0,86,,
657,IES Serafin Pardo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesserafinpardo,53,53,86,2025-06-11 07:39:18,
658,Mediateca IES Daute Los Silos,https://www3.gobiernodecanarias.org/medusa/mediateca/iesdautelossilos,14,15,86,2025-06-20 18:59:58,
659,CEPA ISORA-TENERIFE SUR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaisoratenerifesur,0,0,86,,
660,CEL de Canarias,https://www3.gobiernodecanarias.org/medusa/mediateca/celcanarias,5,6,86,2025-07-04 11:02:54,
661,CEIP LAS LEDAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasledas,8,8,86,2024-08-21 12:16:33,
662,IES SAN SEBASTIAN DE LA GOMERA,https://www3.gobiernodecanarias.org/medusa/mediateca/iessansebastiandelagomera,61,61,86,2025-05-07 12:38:01,
663,CEIP LOS CASERONES MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiploscaserones,0,0,86,,
664,CEIPMaestroFelixSantana,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmaestrofelixsantana,57,57,86,2025-06-06 17:20:05,
665,CER GUIA DE ISORA,https://www3.gobiernodecanarias.org/medusa/mediateca/cerguiadeisora,1,1,86,2024-04-17 09:30:08,
666,CEIP AGUATONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaguatona,7,10,86,2025-06-27 07:50:57,
667,Mediateca CEIP Perez de Valero,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipperezdevalero,3,3,86,2025-05-05 16:24:05,
668,EEI Cueva del Viento,https://www3.gobiernodecanarias.org/medusa/mediateca/eeicuevadelviento,0,0,86,,
669,IES MANUEL MARTIN GONZALEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmanuelmartingonzalez,0,0,86,,
670,SALVADOR MANRIQUE DE LARA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsalvadormanriquedelara,0,0,86,,
671,CEIP Cataluña,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcataluna,26,27,87,2025-06-11 13:11:30,
672,Mediateca_IES Viera y Clavijo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvierayclavijo,1,1,86,2025-03-10 08:23:53,
673,CEIP Antonio Padron,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipantoniopadron,0,0,86,,
674,CEIP Adoracion Rodriguez Alonso,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipadoracionrodriguezalonso,0,0,86,,
675,IES ALONSO PEREZ DIAZ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesalonsoperezdiaz,17,19,86,2025-06-26 07:35:07,
676,CEIP TITERROY,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptiterroy,33,33,86,2025-03-27 11:08:20,
677,CEIP LAS INDIAS - FUENCALIENTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasindias,0,0,86,,
678,CSMC,https://www3.gobiernodecanarias.org/medusa/mediateca/csmcanariassedetenerife,0,0,86,,
679,CER GALDAR-GUIA--AGAETE,https://www3.gobiernodecanarias.org/medusa/mediateca/cergaldarguia,1,1,86,2024-05-23 07:41:27,
680,CEPA Telde- La Herradura,https://www3.gobiernodecanarias.org/medusa/mediateca/cepateldelaherradura,4,4,86,2024-06-14 19:40:06,
681,IES El Mayorazgo,https://www3.gobiernodecanarias.org/medusa/mediateca/ieselmayorazgo,35,36,1,2025-05-20 05:34:01,
682,CEIP Julio Delgado Delgado,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuliodelgadodelgado,7,7,86,2025-05-03 17:49:41,
683,CEIP San Isidro Galdar,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanisidrogaldar,0,0,86,,
684,CEO JUAN XXIII,https://www3.gobiernodecanarias.org/medusa/mediateca/ceojuanxxiii,58,58,91,2025-06-10 10:50:48,
685,RESIDENCIA ESCOLAR JARRA CANARIA,https://www3.gobiernodecanarias.org/medusa/mediateca/rejarracanaria,16,16,91,2025-05-16 12:44:26,
686,Alcaravan,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaravaneras,13,13,86,2024-11-22 12:00:33,
687,Millares Sall,https://www3.gobiernodecanarias.org/medusa/mediateca/iesagustinmillaressall,0,0,86,,
688,MEDIATECA CER TELDE-VALSEQUILLO,https://www3.gobiernodecanarias.org/medusa/mediateca/certelde,1,1,86,2024-04-15 16:27:04,
689,EOEP ISORA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoepisora,0,0,86,,
690,CEIP LAJARES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplajares,0,0,86,,
691,CEIP La Cuesta -38010396-,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplacuesta,1,1,86,2024-11-15 11:44:56,
692,CEE Adeje,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeeadeje,60,60,86,2025-06-12 11:12:53,
693,CEIP Gran Tarajal,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgrantarajal,3,4,86,2025-04-01 13:57:38,
694,CEIP Montes de Luna,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontesdeluna,0,0,86,,
695,CEPA LAS PALMAS CONO SUR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepalaspalmasconosur,26,41,86,2025-07-02 10:22:40,
696,CEIP Aguamansa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaguamansa,6,6,86,2025-05-26 12:41:10,
697,IES LA VEGA DE SAN JOSE,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslavegadesanjose,3,3,86,2025-06-13 08:51:50,
698,Servicio de Inclusión,https://www3.gobiernodecanarias.org/medusa/mediateca/inclusion,17,35,86,2024-07-22 11:21:53,
699,MEDIATECA DEL IES CANARIAS,https://www3.gobiernodecanarias.org/medusa/mediateca/iescanarias,0,0,86,,
700,MEDIATECAlcorac,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbateriadejuan,1,1,86,2024-05-28 18:29:48,
701,CEIP Maria Milagros Acosta Garcia,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariamilagrosacostagarcia,23,23,91,2025-05-26 09:36:49,
702,MEDIATECA CEIP AREGUME,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparegume,13,13,86,2025-05-15 09:59:02,
703,CEIP RUIZ DE PADRON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipruizdepadron,47,47,86,2025-06-23 19:19:35,
704,Mediateca EOI Los Llanos,https://www3.gobiernodecanarias.org/medusa/mediateca/eoilosllanosdearidane,2,2,86,2024-06-30 09:39:39,
705,CER Tuineje-Pajara,https://www3.gobiernodecanarias.org/medusa/mediateca/certuinejepajara,1,1,86,2024-06-28 09:18:36,
706,eoisantacruzdelapalma,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantacruzdelapalma,0,0,86,,
707,IES Nicolas Estevez Borges ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesnicolasestevezborges,142,151,86,2025-06-24 18:12:47,
708,Transición Educativa del Servicio de Ordenación,https://www3.gobiernodecanarias.org/medusa/mediateca/transicioneducativa,68,68,86,2025-03-13 12:00:49,
709,csmc,https://www3.gobiernodecanarias.org/medusa/mediateca/csmcanariassedegrancanaria,5,5,86,2024-09-09 07:35:33,
710,EL VIGIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaisleta,2,2,87,2024-10-21 16:42:24,
711,Mediateca CEIP La Corujera,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplacorujera,0,0,86,,
712,CEPA SAN CRISTOBAL,https://www3.gobiernodecanarias.org/medusa/mediateca/cepasancristobal,12,12,86,2025-07-31 23:01:19,
713,CEIP Isora,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipisora,0,0,86,,
714,CEIP San Andres TF,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanandrestf,0,0,86,,
715,IES Las Galletas,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslasgalletas,0,0,86,,
716,CEIP ALFONSO SPINOLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalfonsospinola,0,0,86,,
717,CEIP Puerto Cabras,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuertocabras,14,14,86,2025-03-01 21:55:21,
718,Giner,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipginerdelosrios,27,28,86,2025-06-24 21:26:57,
719,RADIO IES INGENIO,https://www3.gobiernodecanarias.org/medusa/mediateca/iesingenio,8,8,87,2025-06-05 12:10:41,
720,CEO EL CARDON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoelcardon,0,0,86,,
721,CEIP ELVIRA VAQUERO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvalsequillo,13,13,86,2025-06-19 14:51:09,
722,CEIP CHIGORA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchigora,0,0,86,,
723,Mediateca del IES San Benito,https://www3.gobiernodecanarias.org/medusa/mediateca/iessanbenito,5,7,86,2025-05-23 09:44:08,
724,CEIP El Ciervo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelciervo,15,15,86,2025-07-30 15:02:39,
725,CEIP CHIRCHE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchirche,0,0,86,,
726,IES Cesar Manrique,https://www3.gobiernodecanarias.org/medusa/mediateca/iescesarmanrique,0,0,86,,
727,REE San Miguel de la Palma,https://www3.gobiernodecanarias.org/medusa/mediateca/resanmigueldelapalma,0,0,86,,
728,IES ARICO,https://www3.gobiernodecanarias.org/medusa/mediateca/iesarico,69,69,87,2025-07-11 13:27:03,
729,CER Valle de Aridane,https://www3.gobiernodecanarias.org/medusa/mediateca/cervalledearidane,6,6,87,2024-12-02 17:56:54,
730,MEDIATECA CEIP SANTO TOMAS DE AQUINO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantotomasdeaquino,20,20,86,2025-07-21 10:00:27,
731,MEDIATECA R. E. SAN JOSE,https://www3.gobiernodecanarias.org/medusa/mediateca/resanjose,0,0,87,,
732,CEIP Poeta Fernando Gonzalez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippoetafernandogonzalez,13,13,86,2025-05-31 09:57:44,
733,Innovación Educativa,https://www3.gobiernodecanarias.org/medusa/mediateca/innovacioneducativa,116,238,91,2025-07-22 10:09:28,
734,FSMediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfranciscasantosmelian,1,1,86,2025-02-04 13:20:18,
735,MEDIATECA CEPA ACENTEJO-TACORONTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaacentejotacoronte,0,0,86,,
736,IES ADEJE,https://www3.gobiernodecanarias.org/medusa/mediateca/iesadeje,1,1,86,2025-02-11 09:40:35,
737,Cambreteca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnandacambres,55,55,86,2025-06-28 15:36:35,
738,Mediateca Nereida,https://www3.gobiernodecanarias.org/medusa/mediateca/ceonereidadiazabreu,6,6,86,2025-03-10 12:44:14,
739,CEO Montaña Roja,https://www3.gobiernodecanarias.org/medusa/mediateca/ceomontanaroja,140,212,86,2025-06-30 21:24:18,
740,iestinajo,https://www3.gobiernodecanarias.org/medusa/mediateca/iestinajo,1,2,86,2025-02-02 12:51:50,
741,CEIP Fernando Guanarteme,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfernandoguanartemegaldar,0,0,86,,
742,San Diego de Alcala,https://www3.gobiernodecanarias.org/medusa/mediateca/iessandiegodealcala,36,36,86,2025-02-26 11:51:28,
743,CEIP La Verdellada,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaverdellada,0,0,86,,
744,IES LA OROTAVA-MGP MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaorotavamanuelgonzalezperez,0,0,86,,
745,CEIP AGUADULCE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaguadulce,0,0,86,,
746,MEDIATECA CEIP NARCISO BRITO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnarcisobrito,0,0,86,,
747,CEIP JOSE TEJERA SANTANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjosetejerasantana,0,0,86,,
748,CEIP BARRANCO DE BALOS 2,https://www3.gobiernodecanarias.org/medusa/mediateca/www3-2,72,97,86,2025-02-17 13:35:14,
749,CEIP Balos - Domingo Socorro,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbalosdomingosocorro,85,110,86,2025-06-25 00:04:42,
750,mediatecaCIFPMajadaMarcial,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpmajadamarcial,30,33,90,2025-07-20 10:24:23,
751,iestegueste,https://www3.gobiernodecanarias.org/medusa/mediateca/iestegueste,0,0,86,,
752,CEIP LA JURADA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplajurada,5,5,86,2025-03-21 12:11:32,
753,CEIP COSTA TEGUISE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcostateguise,72,72,86,2025-07-07 12:25:01,
754,Mediateca IES Joaquin Artiles,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjoaquinartiles,8,8,86,2025-04-30 11:00:50,
755,Antena_Jablillo,https://www3.gobiernodecanarias.org/medusa/mediateca/iescostateguise,1,1,86,2025-03-10 19:29:32,
756,MEDIATECA-IESHARIA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesharia,0,0,86,,
757,Área de Fomento de la Competencia Matemática,https://www3.gobiernodecanarias.org/medusa/mediateca/competenciamatematica,3,3,86,2025-03-13 14:06:02,
758,IES La Oliva,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaoliva,2,2,86,2025-03-05 15:23:30,
759,CEIP ADEJE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipadeje,63,63,86,2025-06-26 09:07:12,
760,IES Lomo de La Herradura,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslomodelaherradura,1,1,86,2025-03-07 15:25:16,
761,CEIP Manuel Balbuena Pedraza,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmanuelbalbuenapedraza,18,19,86,2025-06-23 22:00:08,
762,EA Fuerteventura,https://www3.gobiernodecanarias.org/medusa/mediateca/eafuerteventura,1,1,87,2025-04-11 10:33:43,
763,IES_Anaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iesanaga,3,3,86,2025-06-16 13:24:52,
764,CEIPELCHAPATALMEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelchapatal,0,0,86,,
765,CEIP Ravelo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipravelo,155,157,86,2025-06-27 10:57:02,
766,La voz de La lechuza,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplalechuza,1,1,86,2025-04-05 17:19:53,
767,CEIP San Luis Gonzaga,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanluisgonzaga,0,0,86,,
768,CEIP Tindaya,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptindaya,2,2,86,2025-04-09 12:05:05,
769,Residencia escolar Hermano Pedro,https://www3.gobiernodecanarias.org/medusa/mediateca/rehermanopedro,0,0,86,,
770,Gladioteca,https://www3.gobiernodecanarias.org/medusa/mediateca/cifplosgladiolos,4,4,86,2025-06-30 18:13:48,
771,Ceip Las Lagunetas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaslagunetas,2,2,86,2025-05-13 20:49:29,
772,IES SANTA URSULA,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantaursula,0,0,86,,
773,CER SANTA BRGIDA - SAN MATEO,https://www3.gobiernodecanarias.org/medusa/mediateca/cersantabrigidasanmateo,5,5,86,2025-05-04 23:47:10,
774,MEDIATECA CEO OMAYRA SANCHEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoomayrasanchez,0,0,86,,
775,Mediateca Agulo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaureamirandagonzalez,4,4,86,2025-05-06 12:50:55,
776,CEIP UTIACA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiputiaca,0,0,86,,
777,CEIP LA SOLANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasolana,0,0,86,,
778,CER La Gomera,https://www3.gobiernodecanarias.org/medusa/mediateca/cerlagomera,0,0,86,,
779,CEIP ARINEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparinez,1,1,86,2025-06-05 11:42:44,
780,IES BUENAVISTA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesbuenavista,4,4,86,2025-07-01 01:15:42,
781,IES GUILLERMINA BRITO,https://www3.gobiernodecanarias.org/medusa/mediateca/iesguillerminabrito,0,0,86,,
782,CEIP Teobaldo Power Las Palmas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipteobaldopowerlaspalmas,0,0,87,,
783,CEE en Icod de los Vinos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeenicoddelosvinos,1,1,86,2025-06-12 12:05:26,
784,CEIP Santo Domingo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantodomingocer,1,1,86,2025-06-26 10:01:37,
